cloud,check_id,check_title,service,category,severity,status,resource,detail,cis,remediation
aws,AWS-ACM-002,Certificate nearing expiry,ACM,Security Posture,MEDIUM,FAIL,expiring,Certificate expires in 12 days (< 30); renewal may not complete in time.,,Automate renewal or rotate certificates with > 30 days margin.
aws,AWS-R53-002,DNS query logging not enabled,Route 53,Logging & Monitoring,MEDIUM,FAIL,route53,DNS query logging is not enabled; resolver queries have no audit trail.,,Enable query logging to CloudWatch Logs.
aws,AWS-BACK-002,No AWS Backup vault,Backup,Backup & Recovery,HIGH,FAIL,backup,No AWS Backup vault; backup jobs have no durable destination.,,Create backup vaults and point plans at them.
aws,AWS-ECS-001,ECS Container Insights disabled,ECS,Logging & Monitoring,MEDIUM,FAIL,ecs:legacy-ecs,Container Insights is disabled; no per-task metrics or logs are collected.,,Enable Container Insights on ECS clusters.
aws,AWS-ECS-002,ECS task uses host network mode,ECS,Container Security,HIGH,FAIL,taskdef:legacy-task,Task uses host network mode; containers share the host network stack.,,Use awsvpc network mode for task isolation.
aws,AWS-ECS-003,ECS task definition without execution role,ECS,Identity & Access,MEDIUM,FAIL,taskdef:legacy-task,Task definition has no execution role; it cannot fetch secrets or pull images securely.,,Attach an execution role to task definitions.
aws,AWS-IOT-001,IoT logging level not ERROR,IoT,Logging & Monitoring,MEDIUM,FAIL,iot,IoT logging level is INFO; no audit trail of device activity.,,Set IoT logging to ERROR level (or higher verbosity).
aws,AWS-IOT-002,IoT policy grants wildcard principals,IoT,Identity & Access,HIGH,FAIL,iot-policy:legacy-iot-policy,IoT policy grants wildcard principals.,,Scope IoT policies to specific certificates/principals.
aws,AWS-SES-001,SES identity without verified DKIM,SES,Email Security,MEDIUM,FAIL,ses:legacy@example.com,DKIM is not verified for the identity; spoofing is harder to detect.,,Verify DKIM records for every SES identity.
aws,AWS-ELB-007,ALB deletion protection disabled,ELB,Data Protection,MEDIUM,FAIL,elb:stage-alb,Deletion protection is disabled; the load balancer can be deleted accidentally.,,Enable deletion protection on ALBs.
aws,AWS-EFS-003,EFS without lifecycle policy,EFS,Security Posture,LOW,FAIL,efs:fs-legacy,No lifecycle policy; infrequently accessed files never move to lower cost tiers.,,Add a lifecycle policy to transition IA files.
aws,AWS-S3-008,S3 Object Lock disabled,S3,Data Protection,HIGH,FAIL,s3://legacy-public,Object Lock is disabled; objects can be permanently overwritten or deleted.,,Enable Object Lock (with versioning + retention) on critical buckets.
aws,AWS-S3-008,S3 Object Lock disabled,S3,Data Protection,HIGH,FAIL,s3://backups,Object Lock is disabled; objects can be permanently overwritten or deleted.,,Enable Object Lock (with versioning + retention) on critical buckets.
aws,AWS-S3-008,S3 Object Lock disabled,S3,Data Protection,HIGH,FAIL,s3://archive,Object Lock is disabled; objects can be permanently overwritten or deleted.,,Enable Object Lock (with versioning + retention) on critical buckets.
aws,AWS-DDB-004,DynamoDB deletion protection disabled,DynamoDB,Data Protection,MEDIUM,FAIL,ddb:legacy-log,Deletion protection is disabled; the table can be dropped accidentally.,,Enable deletion protection on production tables.
aws,AWS-GD-002,GuardDuty S3 protection disabled,GuardDuty,Security Posture,MEDIUM,FAIL,guardduty:detector-main,S3 protection is disabled; object-level data exfiltration is not monitored.,,Enable S3 protection in the GuardDuty detector.
aws,AWS-RDS-009,RDS enhanced monitoring disabled,RDS,Logging & Monitoring,MEDIUM,FAIL,rds:stage-db,Enhanced monitoring is disabled; OS-level DB metrics are not collected.,,Enable enhanced monitoring with a 60s granularity.
